realwordTime,time,timeScale,speed,cruiseControlSpeed,cruiseControlOn,userSteer,userThrottle,userBrake,gameSteer,placement_x,placement_y,placement_yaw,acceleration_x,acceleration_y
2024-05-31 15:04:03.133636,0001-01-13T15:28:00Z,19.0,73.9021454,74.18547,True,-0.013637892,0.0,0.0,-0.013637892,21181.873,69.29606,0.271289647,0.08643067,0.019381091
2024-05-31 15:04:03.160141,0001-01-13T15:28:00Z,19.0,73.90102,74.18547,True,-0.0135377245,0.0,0.0,-0.0135377245,21181.1953,69.30515,0.27102378,0.045597814,0.00155790243
2024-05-31 15:04:03.186093,0001-01-13T15:28:00Z,19.0,73.9034,74.18547,True,-0.0137381544,0.0,0.0,-0.0137381544,21180.8555,69.30949,0.270892829,0.0174407363,-0.00692715775
2024-05-31 15:04:03.212089,0001-01-13T15:28:00Z,19.0,73.90247,74.18547,True,-0.01361785,0.0,0.0,-0.01361785,21180.1758,69.31783,0.2706362,0.0159459263,-0.0471619926
2024-05-31 15:04:03.238751,0001-01-13T15:28:00Z,19.0,73.90247,74.18547,True,-0.01361785,0.0,0.0,-0.01361785,21180.1758,69.31783,0.2706362,0.0159459263,-0.0471619926
2024-05-31 15:04:03.263934,0001-01-13T15:28:00Z,19.0,73.9015961,74.18547,True,-0.0124423895,0.0,0.0,-0.0124423895,21179.498,69.32565,0.270383418,0.03413351,-0.0823018551
2024-05-31 15:04:03.289499,0001-01-13T15:28:00Z,19.0,73.90131,74.18547,True,-0.0123236356,0.0,0.0,-0.0123236356,21178.4785,69.33637,0.2700404,-0.09754592,-0.08903142
2024-05-31 15:04:03.318759,0001-01-13T15:28:00Z,19.0,73.9020157,74.18547,True,-0.0123236356,0.0,0.0,-0.0123236356,21178.1387,69.33965,0.269933939,-0.1076549,-0.08447541
2024-05-31 15:04:03.343287,0001-01-13T15:28:00Z,19.0,73.90493,74.18547,True,-0.0116928313,0.0,0.0,-0.0116928313,21177.459,69.34579,0.2697147,-0.0883781239,-0.06443038
2024-05-31 15:04:03.369233,0001-01-13T15:28:00Z,19.0,73.90649,74.18547,True,-0.0112617016,0.0,0.0,-0.0112617016,21177.12,69.34864,0.269602716,-0.07923898,-0.03593971
2024-05-31 15:04:03.395610,0001-01-13T15:28:00Z,19.0,73.9121857,74.18547,True,-0.0109300185,0.0,0.0,-0.0109300185,21176.78,69.3513,0.269492477,-0.08943151,-0.01820271
2024-05-31 15:04:03.420881,0001-01-13T15:28:00Z,19.0,73.91567,74.18547,True,-0.0109105483,0.0,0.0,-0.0109105483,21176.44,69.3538361,0.2693871,-0.109462425,-0.005667531
2024-05-31 15:04:03.447259,0001-01-13T15:28:00Z,19.0,73.926506,74.18547,True,-0.010541481,0.0,0.0,-0.010541481,21175.76,69.35844,0.2691889,-0.1052211,0.02098316
2024-05-31 15:04:03.473419,0001-01-13T15:28:00Z,19.0,73.93988,74.18547,True,-0.009789228,0.0,0.0,-0.009789228,21174.74,69.36408,0.2689086,-0.07517169,0.0188058354
